t=0.000000, y(t)=0.000000, y'(t)=0.000000, z(t)=0.000000, z'(t)=0.000000, v(t)=0.000000, v'(t)=0.000000, X(t)=0.000000, Y(t)=0.000000, Z(t)=0.000000
t=2.520000, y(t)=-0.321993, y'(t)=-0.128896, z(t)=-0.174590, z'(t)=0.390422, v(t)=-0.813673, v'(t)=2.128659, X(t)=-0.321993, Y(t)=-0.174590, Z(t)=-0.813673
t=2.540000, y(t)=-0.326506, y'(t)=-0.322232, z(t)=-0.167295, z'(t)=0.338998, v(t)=-0.772381, v'(t)=1.999899, X(t)=-0.326506, Y(t)=-0.167295, Z(t)=-0.772381
t=2.560000, y(t)=-0.334874, y'(t)=-0.514335, z(t)=-0.161034, z'(t)=0.287028, v(t)=-0.733700, v'(t)=1.867670, X(t)=-0.334874, Y(t)=-0.161034, Z(t)=-0.733700
t=2.580000, y(t)=-0.347068, y'(t)=-0.704745, z(t)=-0.155816, z'(t)=0.234630, v(t)=-0.697696, v'(t)=1.732247, X(t)=-0.347068, Y(t)=-0.155816, Z(t)=-0.697696
t=2.600000, y(t)=-0.363050, y'(t)=-0.893007, z(t)=-0.151650, z'(t)=0.181921, v(t)=-0.664430, v'(t)=1.593915, X(t)=-0.363050, Y(t)=-0.151650, Z(t)=-0.664430
t=2.620000, y(t)=-0.382771, y'(t)=-1.078671, z(t)=-0.148541, z'(t)=0.129018, v(t)=-0.633957, v'(t)=1.452959, X(t)=-0.382771, Y(t)=-0.148541, Z(t)=-0.633957
t=2.640000, y(t)=-0.406176, y'(t)=-1.261299, z(t)=-0.146490, z'(t)=0.076042, v(t)=-0.606327, v'(t)=1.309672, X(t)=-0.406176, Y(t)=-0.146490, Z(t)=-0.606327
t=2.660000, y(t)=-0.433200, y'(t)=-1.440458, z(t)=-0.145499, z'(t)=0.023108, v(t)=-0.581583, v'(t)=1.164347, X(t)=-0.433200, Y(t)=-0.145499, Z(t)=-0.581583
t=2.680000, y(t)=-0.463769, y'(t)=-1.615727, z(t)=-0.145565, z'(t)=-0.029666, v(t)=-0.559764, v'(t)=1.017284, X(t)=-0.463769, Y(t)=-0.145565, Z(t)=-0.559764
t=2.700000, y(t)=-0.497800, y'(t)=-1.786696, z(t)=-0.146684, z'(t)=-0.082163, v(t)=-0.540902, v'(t)=0.868781, X(t)=-0.497800, Y(t)=-0.146684, Z(t)=-0.540902
t=2.720000, y(t)=-0.535205, y'(t)=-1.952968, z(t)=-0.148849, z'(t)=-0.134269, v(t)=-0.525021, v'(t)=0.719140, X(t)=-0.535205, Y(t)=-0.148849, Z(t)=-0.525021
t=2.740000, y(t)=-0.575885, y'(t)=-2.114156, z(t)=-0.152051, z'(t)=-0.185869, v(t)=-0.512142, v'(t)=0.568664, X(t)=-0.575885, Y(t)=-0.152051, Z(t)=-0.512142
t=2.760000, y(t)=-0.619735, y'(t)=-2.269889, z(t)=-0.156279, z'(t)=-0.236851, v(t)=-0.502278, v'(t)=0.417656, X(t)=-0.619735, Y(t)=-0.156279, Z(t)=-0.502278
t=2.780000, y(t)=-0.666642, y'(t)=-2.419812, z(t)=-0.161520, z'(t)=-0.287105, v(t)=-0.495437, v'(t)=0.266418, X(t)=-0.666642, Y(t)=-0.161520, Z(t)=-0.495437
t=2.800000, y(t)=-0.716487, y'(t)=-2.563582, z(t)=-0.167758, z'(t)=-0.336522, v(t)=-0.491621, v'(t)=0.115254, X(t)=-0.716487, Y(t)=-0.167758, Z(t)=-0.491621
t=2.820000, y(t)=-0.769142, y'(t)=-2.700875, z(t)=-0.174975, z'(t)=-0.384996, v(t)=-0.490824, v'(t)=-0.035537, X(t)=-0.769142, Y(t)=-0.174975, Z(t)=-0.490824
t=2.840000, y(t)=-0.824476, y'(t)=-2.831383, z(t)=-0.183151, z'(t)=-0.432422, v(t)=-0.493038, v'(t)=-0.185654, X(t)=-0.824476, Y(t)=-0.183151, Z(t)=-0.493038
t=2.860000, y(t)=-0.882350, y'(t)=-2.954816, z(t)=-0.192264, z'(t)=-0.478702, v(t)=-0.498244, v'(t)=-0.334803, X(t)=-0.882350, Y(t)=-0.192264, Z(t)=-0.498244
t=2.880000, y(t)=-0.942620, y'(t)=-3.070902, z(t)=-0.202291, z'(t)=-0.523735, v(t)=-0.506421, v'(t)=-0.482689, X(t)=-0.942620, Y(t)=-0.202291, Z(t)=-0.506421
t=2.900000, y(t)=-1.005136, y'(t)=-3.179389, z(t)=-0.213205, z'(t)=-0.567428, v(t)=-0.517541, v'(t)=-0.629024, X(t)=-1.005136, Y(t)=-0.213205, Z(t)=-0.517541
t=2.920000, y(t)=-1.069743, y'(t)=-3.280042, z(t)=-0.224978, z'(t)=-0.609689, v(t)=-0.531570, v'(t)=-0.773521, X(t)=-1.069743, Y(t)=-0.224978, Z(t)=-0.531570
t=2.940000, y(t)=-1.136284, y'(t)=-3.372649, z(t)=-0.237582, z'(t)=-0.650429, v(t)=-0.548468, v'(t)=-0.915900, X(t)=-1.136284, Y(t)=-0.237582, Z(t)=-0.548468
t=2.960000, y(t)=-1.204594, y'(t)=-3.457016, z(t)=-0.250985, z'(t)=-0.689566, v(t)=-0.568190, v'(t)=-1.055887, X(t)=-1.204594, Y(t)=-0.250985, Z(t)=-0.568190
t=2.980000, y(t)=-1.274508, y'(t)=-3.532971, z(t)=-0.265153, z'(t)=-0.727018, v(t)=-0.590686, v'(t)=-1.193211, X(t)=-1.274508, Y(t)=-0.265153, Z(t)=-0.590686
t=3.000000, y(t)=-1.345856, y'(t)=-3.600363, z(t)=-0.280054, z'(t)=-0.762709, v(t)=-0.615899, v'(t)=-1.327610, X(t)=-1.345856, Y(t)=-0.280054, Z(t)=-0.615899
t=3.020000, y(t)=-1.418465, y'(t)=-3.659063, z(t)=-0.295650, z'(t)=-0.796568, v(t)=-0.643769, v'(t)=-1.458828, X(t)=-1.418465, Y(t)=-0.295650, Z(t)=-0.643769
t=3.040000, y(t)=-1.492160, y'(t)=-3.708962, z(t)=-0.311904, z'(t)=-0.828525, v(t)=-0.674229, v'(t)=-1.586616, X(t)=-1.492160, Y(t)=-0.311904, Z(t)=-0.674229
t=3.060000, y(t)=-1.566764, y'(t)=-3.749974, z(t)=-0.328777, z'(t)=-0.858519, v(t)=-0.707209, v'(t)=-1.710733, X(t)=-1.566764, Y(t)=-0.328777, Z(t)=-0.707209
t=3.080000, y(t)=-1.642099, y'(t)=-3.782035, z(t)=-0.346231, z'(t)=-0.886490, v(t)=-0.742633, v'(t)=-1.830947, X(t)=-1.642099, Y(t)=-0.346231, Z(t)=-0.742633
t=3.100000, y(t)=-1.717985, y'(t)=-3.805103, z(t)=-0.364223, z'(t)=-0.912385, v(t)=-0.780419, v'(t)=-1.947033, X(t)=-1.717985, Y(t)=-0.364223, Z(t)=-0.780419
t=3.120000, y(t)=-1.794243, y'(t)=-3.819157, z(t)=-0.382712, z'(t)=-0.936154, v(t)=-0.820485, v'(t)=-2.058777, X(t)=-1.794243, Y(t)=-0.382712, Z(t)=-0.820485
t=3.140000, y(t)=-1.870692, y'(t)=-3.824199, z(t)=-0.401655, z'(t)=-0.957754, v(t)=-0.862740, v'(t)=-2.165974, X(t)=-1.870692, Y(t)=-0.401655, Z(t)=-0.862740
t=3.160000, y(t)=-1.947151, y'(t)=-3.820254, z(t)=-0.421008, z'(t)=-0.977145, v(t)=-0.907092, v'(t)=-2.268429, X(t)=-1.947151, Y(t)=-0.421008, Z(t)=-0.907092
t=3.180000, y(t)=-2.023442, y'(t)=-3.807365, z(t)=-0.440726, z'(t)=-0.994292, v(t)=-0.953444, v'(t)=-2.365955, X(t)=-2.023442, Y(t)=-0.440726, Z(t)=-0.953444
t=3.200000, y(t)=-2.099387, y'(t)=-3.785602, z(t)=-0.460764, z'(t)=-1.009167, v(t)=-1.001696, v'(t)=-2.458379, X(t)=-2.099387, Y(t)=-0.460764, Z(t)=-1.001696
t=3.220000, y(t)=-2.174808, y'(t)=-3.755051, z(t)=-0.481077, z'(t)=-1.021747, v(t)=-1.051744, v'(t)=-2.545537, X(t)=-2.174808, Y(t)=-0.481077, Z(t)=-1.051744
t=3.240000, y(t)=-2.249531, y'(t)=-3.715823, z(t)=-0.501619, z'(t)=-1.032011, v(t)=-1.103482, v'(t)=-2.627275, X(t)=-2.249531, Y(t)=-0.501619, Z(t)=-1.103482
t=3.260000, y(t)=-2.323384, y'(t)=-3.668046, z(t)=-0.522342, z'(t)=-1.039947, v(t)=-1.156798, v'(t)=-2.703454, X(t)=-2.323384, Y(t)=-0.522342, Z(t)=-1.156798
t=3.280000, y(t)=-2.396197, y'(t)=-3.611873, z(t)=-0.543201, z'(t)=-1.045547, v(t)=-1.211582, v'(t)=-2.773943, X(t)=-2.396197, Y(t)=-0.543201, Z(t)=-1.211582
t=3.300000, y(t)=-2.467804, y'(t)=-3.547472, z(t)=-0.564148, z'(t)=-1.048807, v(t)=-1.267717, v'(t)=-2.838625, X(t)=-2.467804, Y(t)=-0.564148, Z(t)=-1.267717
t=3.320000, y(t)=-2.538042, y'(t)=-3.475033, z(t)=-0.585138, z'(t)=-1.049730, v(t)=-1.325088, v'(t)=-2.897394, X(t)=-2.538042, Y(t)=-0.585138, Z(t)=-1.325088
t=3.340000, y(t)=-2.606753, y'(t)=-3.394764, z(t)=-0.606122, z'(t)=-1.048322, v(t)=-1.383573, v'(t)=-2.950156, X(t)=-2.606753, Y(t)=-0.606122, Z(t)=-1.383573
t=3.360000, y(t)=-2.673782, y'(t)=-3.306892, z(t)=-0.627055, z'(t)=-1.044596, v(t)=-1.443053, v'(t)=-2.996831, X(t)=-2.673782, Y(t)=-0.627055, Z(t)=-1.443053
t=3.380000, y(t)=-2.738979, y'(t)=-3.211660, z(t)=-0.647891, z'(t)=-1.038570, v(t)=-1.503405, v'(t)=-3.037350, X(t)=-2.738979, Y(t)=-0.647891, Z(t)=-1.503405
t=3.400000, y(t)=-2.802201, y'(t)=-3.109330, z(t)=-0.668583, z'(t)=-1.030266, v(t)=-1.564506, v'(t)=-3.071656, X(t)=-2.802201, Y(t)=-0.668583, Z(t)=-1.564506
t=3.420000, y(t)=-2.863307, y'(t)=-3.000178, z(t)=-0.689086, z'(t)=-1.019712, v(t)=-1.626230, v'(t)=-3.099706, X(t)=-2.863307, Y(t)=-0.689086, Z(t)=-1.626230
t=3.440000, y(t)=-2.922164, y'(t)=-2.884497, z(t)=-0.709356, z'(t)=-1.006941, v(t)=-1.688452, v'(t)=-3.121470, X(t)=-2.922164, Y(t)=-0.709356, Z(t)=-1.688452
t=3.460000, y(t)=-2.978645, y'(t)=-2.762593, z(t)=-0.729349, z'(t)=-0.991988, v(t)=-1.751047, v'(t)=-3.136928, X(t)=-2.978645, Y(t)=-0.729349, Z(t)=-1.751047
t=3.480000, y(t)=-3.032629, y'(t)=-2.634789, z(t)=-0.749022, z'(t)=-0.974896, v(t)=-1.813887, v'(t)=-3.146075, X(t)=-3.032629, Y(t)=-0.749022, Z(t)=-1.813887
t=3.500000, y(t)=-3.084000, y'(t)=-2.501418, z(t)=-0.768331, z'(t)=-0.955712, v(t)=-1.876848, v'(t)=-3.148919, X(t)=-3.084000, Y(t)=-0.768331, Z(t)=-1.876848
t=3.520000, y(t)=-3.132651, y'(t)=-2.362826, z(t)=-0.787236, z'(t)=-0.934487, v(t)=-1.939802, v'(t)=-3.145479, X(t)=-3.132651, Y(t)=-0.787236, Z(t)=-1.939802
t=3.540000, y(t)=-3.178480, y'(t)=-2.219371, z(t)=-0.805697, z'(t)=-0.911274, v(t)=-2.002625, v'(t)=-3.135786, X(t)=-3.178480, Y(t)=-0.805697, Z(t)=-2.002625
t=3.560000, y(t)=-3.221396, y'(t)=-2.071420, z(t)=-0.823675, z'(t)=-0.886135, v(t)=-2.065192, v'(t)=-3.119885, X(t)=-3.221396, Y(t)=-0.823675, Z(t)=-2.065192
t=3.580000, y(t)=-3.261310, y'(t)=-1.919351, z(t)=-0.841130, z'(t)=-0.859133, v(t)=-2.127379, v'(t)=-3.097833, X(t)=-3.261310, Y(t)=-0.841130, Z(t)=-2.127379
t=3.600000, y(t)=-3.298145, y'(t)=-1.763549, z(t)=-0.858028, z'(t)=-0.830333, v(t)=-2.189065, v'(t)=-3.069697, X(t)=-3.298145, Y(t)=-0.858028, Z(t)=-2.189065
t=3.620000, y(t)=-3.331830, y'(t)=-1.604407, z(t)=-0.874332, z'(t)=-0.799809, v(t)=-2.250127, v'(t)=-3.035559, X(t)=-3.331830, Y(t)=-0.874332, Z(t)=-2.250127
t=3.640000, y(t)=-3.362301, y'(t)=-1.442325, z(t)=-0.890009, z'(t)=-0.767634, v(t)=-2.310448, v'(t)=-2.995510, X(t)=-3.362301, Y(t)=-0.890009, Z(t)=-2.310448
t=3.660000, y(t)=-3.389506, y'(t)=-1.277708, z(t)=-0.905027, z'(t)=-0.733886, v(t)=-2.369909, v'(t)=-2.949654, X(t)=-3.389506, Y(t)=-0.905027, Z(t)=-2.369909
t=3.680000, y(t)=-3.413396, y'(t)=-1.110964, z(t)=-0.919355, z'(t)=-0.698646, v(t)=-2.428396, v'(t)=-2.898104, X(t)=-3.413396, Y(t)=-0.919355, Z(t)=-2.428396
t=3.700000, y(t)=-3.433933, y'(t)=-0.942508, z(t)=-0.932963, z'(t)=-0.661998, v(t)=-2.485796, v'(t)=-2.840987, X(t)=-3.433933, Y(t)=-0.932963, Z(t)=-2.485796
t=3.720000, y(t)=-3.451087, y'(t)=-0.772755, z(t)=-0.945826, z'(t)=-0.624029, v(t)=-2.541999, v'(t)=-2.778439, X(t)=-3.451087, Y(t)=-0.945826, Z(t)=-2.541999
t=3.740000, y(t)=-3.464837, y'(t)=-0.602120, z(t)=-0.957916, z'(t)=-0.584829, v(t)=-2.596898, v'(t)=-2.710606, X(t)=-3.464837, Y(t)=-0.957916, Z(t)=-2.596898
t=3.760000, y(t)=-3.475169, y'(t)=-0.431022, z(t)=-0.969211, z'(t)=-0.544489, v(t)=-2.650389, v'(t)=-2.637643, X(t)=-3.475169, Y(t)=-0.969211, Z(t)=-2.650389
t=3.780000, y(t)=-3.482078, y'(t)=-0.259876, z(t)=-0.979689, z'(t)=-0.503103, v(t)=-2.702371, v'(t)=-2.559718, X(t)=-3.482078, Y(t)=-0.979689, Z(t)=-2.702371
t=3.800000, y(t)=-3.485566, y'(t)=-0.089097, z(t)=-0.989329, z'(t)=-0.460768, v(t)=-2.752746, v'(t)=-2.477004, X(t)=-3.485566, Y(t)=-0.989329, Z(t)=-2.752746
t=3.820000, y(t)=-3.485647, y'(t)=0.080903, z(t)=-0.998114, z'(t)=-0.417580, v(t)=-2.801420, v'(t)=-2.389686, X(t)=-3.485647, Y(t)=-0.998114, Z(t)=-2.801420
t=3.840000, y(t)=-3.482338, y'(t)=0.249715, z(t)=-1.006027, z'(t)=-0.373640, v(t)=-2.848304, v'(t)=-2.297956, X(t)=-3.482338, Y(t)=-1.006027, Z(t)=-2.848304
t=3.860000, y(t)=-3.475669, y'(t)=0.416936, z(t)=-1.013055, z'(t)=-0.329046, v(t)=-2.893311, v'(t)=-2.202015, X(t)=-3.475669, Y(t)=-1.013055, Z(t)=-2.893311
t=3.880000, y(t)=-3.465674, y'(t)=0.582168, z(t)=-1.019186, z'(t)=-0.283901, v(t)=-2.936358, v'(t)=-2.102070, X(t)=-3.465674, Y(t)=-1.019186, Z(t)=-2.936358
t=3.900000, y(t)=-3.452398, y'(t)=0.745019, z(t)=-1.024408, z'(t)=-0.238308, v(t)=-2.977368, v'(t)=-1.998337, X(t)=-3.452398, Y(t)=-1.024408, Z(t)=-2.977368
t=3.920000, y(t)=-3.435892, y'(t)=0.905105, z(t)=-1.028716, z'(t)=-0.192368, v(t)=-3.016268, v'(t)=-1.891037, X(t)=-3.435892, Y(t)=-1.028716, Z(t)=-3.016268
t=3.940000, y(t)=-3.416215, y'(t)=1.062051, z(t)=-1.032101, z'(t)=-0.146185, v(t)=-3.052987, v'(t)=-1.780398, X(t)=-3.416215, Y(t)=-1.032101, Z(t)=-3.052987
t=3.960000, y(t)=-3.393433, y'(t)=1.215490, z(t)=-1.034562, z'(t)=-0.099862, v(t)=-3.087463, v'(t)=-1.666654, X(t)=-3.393433, Y(t)=-1.034562, Z(t)=-3.087463
t=3.980000, y(t)=-3.367621, y'(t)=1.365068, z(t)=-1.036096, z'(t)=-0.053503, v(t)=-3.119634, v'(t)=-1.550044, X(t)=-3.367621, Y(t)=-1.036096, Z(t)=-3.119634
t=4.000000, y(t)=-3.338858, y'(t)=1.510437, z(t)=-1.036703, z'(t)=-0.007211, v(t)=-3.149447, v'(t)=-1.430812, X(t)=-3.338858, Y(t)=-1.036703, Z(t)=-3.149447
t=4.020000, y(t)=-3.307234, y'(t)=1.651266, z(t)=-1.036385, z'(t)=0.038913, v(t)=-3.176851, v'(t)=-1.309205, X(t)=-3.307234, Y(t)=-1.036385, Z(t)=-3.176851
t=4.040000, y(t)=-3.272840, y'(t)=1.787233, z(t)=-1.035148, z'(t)=0.084766, v(t)=-3.201801, v'(t)=-1.185476, X(t)=-3.272840, Y(t)=-1.035148, Z(t)=-3.201801
t=4.060000, y(t)=-3.235779, y'(t)=1.918031, z(t)=-1.032997, z'(t)=0.130248, v(t)=-3.224258, v'(t)=-1.059879, X(t)=-3.235779, Y(t)=-1.032997, Z(t)=-3.224258
t=4.080000, y(t)=-3.196155, y'(t)=2.043367, z(t)=-1.029941, z'(t)=0.175261, v(t)=-3.244186, v'(t)=-0.932672, X(t)=-3.196155, Y(t)=-1.029941, Z(t)=-3.244186
t=4.100000, y(t)=-3.154082, y'(t)=2.162961, z(t)=-1.025990, z'(t)=0.219704, v(t)=-3.261556, v'(t)=-0.804116, X(t)=-3.154082, Y(t)=-1.025990, Z(t)=-3.261556
t=4.120000, y(t)=-3.109677, y'(t)=2.276551, z(t)=-1.021157, z'(t)=0.263484, v(t)=-3.276343, v'(t)=-0.674470, X(t)=-3.109677, Y(t)=-1.021157, Z(t)=-3.276343
t=4.140000, y(t)=-3.063062, y'(t)=2.383888, z(t)=-1.015456, z'(t)=0.306505, v(t)=-3.288529, v'(t)=-0.543998, X(t)=-3.063062, Y(t)=-1.015456, Z(t)=-3.288529
t=4.160000, y(t)=-3.014365, y'(t)=2.484742, z(t)=-1.008903, z'(t)=0.348675, v(t)=-3.298099, v'(t)=-0.412964, X(t)=-3.014365, Y(t)=-1.008903, Z(t)=-3.298099
t=4.180000, y(t)=-2.963717, y'(t)=2.578897, z(t)=-1.001515, z'(t)=0.389903, v(t)=-3.305045, v'(t)=-0.281630, X(t)=-2.963717, Y(t)=-1.001515, Z(t)=-3.305045
t=4.200000, y(t)=-2.911255, y'(t)=2.666157, z(t)=-0.993314, z'(t)=0.430103, v(t)=-3.309364, v'(t)=-0.150259, X(t)=-2.911255, Y(t)=-0.993314, Z(t)=-3.309364
t=4.220000, y(t)=-2.857118, y'(t)=2.746343, z(t)=-0.984319, z'(t)=0.469190, v(t)=-3.311057, v'(t)=-0.019113, X(t)=-2.857118, Y(t)=-0.984319, Z(t)=-3.311057
t=4.240000, y(t)=-2.801449, y'(t)=2.819293, z(t)=-0.974554, z'(t)=0.507080, v(t)=-3.310132, v'(t)=0.111547, X(t)=-2.801449, Y(t)=-0.974554, Z(t)=-3.310132
t=4.260000, y(t)=-2.744395, y'(t)=2.884864, z(t)=-0.964044, z'(t)=0.543695, v(t)=-3.306600, v'(t)=0.241463, X(t)=-2.744395, Y(t)=-0.964044, Z(t)=-3.306600
t=4.280000, y(t)=-2.686105, y'(t)=2.942934, z(t)=-0.952815, z'(t)=0.578959, v(t)=-3.300480, v'(t)=0.370380, X(t)=-2.686105, Y(t)=-0.952815, Z(t)=-3.300480
t=4.300000, y(t)=-2.626729, y'(t)=2.993395, z(t)=-0.940895, z'(t)=0.612799, v(t)=-3.291794, v'(t)=0.498044, X(t)=-2.626729, Y(t)=-0.940895, Z(t)=-3.291794
t=4.320000, y(t)=-2.566420, y'(t)=3.036164, z(t)=-0.928313, z'(t)=0.645146, v(t)=-3.280568, v'(t)=0.624207, X(t)=-2.566420, Y(t)=-0.928313, Z(t)=-3.280568
t=4.340000, y(t)=-2.505334, y'(t)=3.071172, z(t)=-0.915100, z'(t)=0.675933, v(t)=-3.266837, v'(t)=0.748622, X(t)=-2.505334, Y(t)=-0.915100, Z(t)=-3.266837
t=4.360000, y(t)=-2.443625, y'(t)=3.098373, z(t)=-0.901287, z'(t)=0.705100, v(t)=-3.250637, v'(t)=0.871050, X(t)=-2.443625, Y(t)=-0.901287, Z(t)=-3.250637
t=4.380000, y(t)=-2.381451, y'(t)=3.117738, z(t)=-0.886907, z'(t)=0.732588, v(t)=-3.232010, v'(t)=0.991253, X(t)=-2.381451, Y(t)=-0.886907, Z(t)=-3.232010
t=4.400000, y(t)=-2.318968, y'(t)=3.129259, z(t)=-0.871995, z'(t)=0.758342, v(t)=-3.211003, v'(t)=1.109002, X(t)=-2.318968, Y(t)=-0.871995, Z(t)=-3.211003
t=4.420000, y(t)=-2.256333, y'(t)=3.132947, z(t)=-0.856585, z'(t)=0.782312, v(t)=-3.187667, v'(t)=1.224072, X(t)=-2.256333, Y(t)=-0.856585, Z(t)=-3.187667
t=4.440000, y(t)=-2.193702, y'(t)=3.128831, z(t)=-0.840714, z'(t)=0.804453, v(t)=-3.162059, v'(t)=1.336244, X(t)=-2.193702, Y(t)=-0.840714, Z(t)=-3.162059
t=4.460000, y(t)=-2.131232, y'(t)=3.116961, z(t)=-0.824419, z'(t)=0.824723, v(t)=-3.134238, v'(t)=1.445306, X(t)=-2.131232, Y(t)=-0.824419, Z(t)=-3.134238
t=4.480000, y(t)=-2.069075, y'(t)=3.097403, z(t)=-0.807738, z'(t)=0.843084, v(t)=-3.104269, v'(t)=1.551054, X(t)=-2.069075, Y(t)=-0.807738, Z(t)=-3.104269
t=4.500000, y(t)=-2.007386, y'(t)=3.070245, z(t)=-0.790709, z'(t)=0.859503, v(t)=-3.072220, v'(t)=1.653289, X(t)=-2.007386, Y(t)=-0.790709, Z(t)=-3.072220
t=4.520000, y(t)=-1.946315, y'(t)=3.035591, z(t)=-0.773371, z'(t)=0.873951, v(t)=-3.038162, v'(t)=1.751823, X(t)=-1.946315, Y(t)=-0.773371, Z(t)=-3.038162
t=4.540000, y(t)=-1.886012, y'(t)=2.993564, z(t)=-0.755764, z'(t)=0.886405, v(t)=-3.002173, v'(t)=1.846474, X(t)=-1.886012, Y(t)=-0.755764, Z(t)=-3.002173
t=4.560000, y(t)=-1.826621, y'(t)=2.944303, z(t)=-0.737928, z'(t)=0.896845, v(t)=-2.964330, v'(t)=1.937069, X(t)=-1.826621, Y(t)=-0.737928, Z(t)=-2.964330
t=4.580000, y(t)=-1.768287, y'(t)=2.887967, z(t)=-0.719904, z'(t)=0.905255, v(t)=-2.924718, v'(t)=2.023443, X(t)=-1.768287, Y(t)=-0.719904, Z(t)=-2.924718
t=4.600000, y(t)=-1.711148, y'(t)=2.824729, z(t)=-0.701732, z'(t)=0.911625, v(t)=-2.883422, v'(t)=2.105442, X(t)=-1.711148, Y(t)=-0.701732, Z(t)=-2.883422
t=4.620000, y(t)=-1.655342, y'(t)=2.754780, z(t)=-0.683453, z'(t)=0.915949, v(t)=-2.840531, v'(t)=2.182919, X(t)=-1.655342, Y(t)=-0.683453, Z(t)=-2.840531
t=4.640000, y(t)=-1.601001, y'(t)=2.678326, z(t)=-0.665108, z'(t)=0.918226, v(t)=-2.796136, v'(t)=2.255738, X(t)=-1.601001, Y(t)=-0.665108, Z(t)=-2.796136
t=4.660000, y(t)=-1.548251, y'(t)=2.595588, z(t)=-0.646737, z'(t)=0.918459, v(t)=-2.750333, v'(t)=2.323773, X(t)=-1.548251, Y(t)=-0.646737, Z(t)=-2.750333
t=4.680000, y(t)=-1.497217, y'(t)=2.506802, z(t)=-0.628383, z'(t)=0.916655, v(t)=-2.703218, v'(t)=2.386908, X(t)=-1.497217, Y(t)=-0.628383, Z(t)=-2.703218
t=4.700000, y(t)=-1.448018, y'(t)=2.412217, z(t)=-0.610085, z'(t)=0.912827, v(t)=-2.654890, v'(t)=2.445035, X(t)=-1.448018, Y(t)=-0.610085, Z(t)=-2.654890
t=4.720000, y(t)=-1.400766, y'(t)=2.312096, z(t)=-0.591883, z'(t)=0.906991, v(t)=-2.605450, v'(t)=2.498059, X(t)=-1.400766, Y(t)=-0.591883, Z(t)=-2.605450
t=4.740000, y(t)=-1.355569, y'(t)=2.206715, z(t)=-0.573818, z'(t)=0.899168, v(t)=-2.555002, v'(t)=2.545896, X(t)=-1.355569, Y(t)=-0.573818, Z(t)=-2.555002
t=4.760000, y(t)=-1.312530, y'(t)=2.096361, z(t)=-0.555929, z'(t)=0.889383, v(t)=-2.503650, v'(t)=2.588470, X(t)=-1.312530, Y(t)=-0.555929, Z(t)=-2.503650
t=4.780000, y(t)=-1.271746, y'(t)=1.981331, z(t)=-0.538256, z'(t)=0.877666, v(t)=-2.451499, v'(t)=2.625717, X(t)=-1.271746, Y(t)=-0.538256, Z(t)=-2.451499
t=4.800000, y(t)=-1.233306, y'(t)=1.861934, z(t)=-0.520835, z'(t)=0.864051, v(t)=-2.398657, v'(t)=2.657585, X(t)=-1.233306, Y(t)=-0.520835, Z(t)=-2.398657
t=4.820000, y(t)=-1.197295, y'(t)=1.738488, z(t)=-0.503706, z'(t)=0.848575, v(t)=-2.345232, v'(t)=2.684032, X(t)=-1.197295, Y(t)=-0.503706, Z(t)=-2.345232
t=4.840000, y(t)=-1.163791, y'(t)=1.611320, z(t)=-0.486905, z'(t)=0.831280, v(t)=-2.291332, v'(t)=2.705027, X(t)=-1.163791, Y(t)=-0.486905, Z(t)=-2.291332
t=4.860000, y(t)=-1.132865, y'(t)=1.480763, z(t)=-0.470467, z'(t)=0.812212, v(t)=-2.237067, v'(t)=2.720549, X(t)=-1.132865, Y(t)=-0.470467, Z(t)=-2.237067
t=4.880000, y(t)=-1.104581, y'(t)=1.347159, z(t)=-0.454428, z'(t)=0.791420, v(t)=-2.182547, v'(t)=2.730589, X(t)=-1.104581, Y(t)=-0.454428, Z(t)=-2.182547
t=4.900000, y(t)=-1.078997, y'(t)=1.210855, z(t)=-0.438821, z'(t)=0.768956, v(t)=-2.127880, v'(t)=2.735150, X(t)=-1.078997, Y(t)=-0.438821, Z(t)=-2.127880
t=4.920000, y(t)=-1.056163, y'(t)=1.072205, z(t)=-0.423680, z'(t)=0.744878, v(t)=-2.073177, v'(t)=2.734244, X(t)=-1.056163, Y(t)=-0.423680, Z(t)=-2.073177
t=4.940000, y(t)=-1.036122, y'(t)=0.931563, z(t)=-0.409036, z'(t)=0.719246, v(t)=-2.018547, v'(t)=2.727895, X(t)=-1.036122, Y(t)=-0.409036, Z(t)=-2.018547
t=4.960000, y(t)=-1.018911, y'(t)=0.789291, z(t)=-0.394920, z'(t)=0.692121, v(t)=-1.964097, v'(t)=2.716137, X(t)=-1.018911, Y(t)=-0.394920, Z(t)=-1.964097
t=4.980000, y(t)=-1.004559, y'(t)=0.645752, z(t)=-0.381361, z'(t)=0.663571, v(t)=-1.909937, v'(t)=2.699015, X(t)=-1.004559, Y(t)=-0.381361, Z(t)=-1.909937
t=5.000000, y(t)=-0.993087, y'(t)=0.501310, z(t)=-0.368386, z'(t)=0.633664, v(t)=-1.856172, v'(t)=2.676585, X(t)=-0.993087, Y(t)=-0.368386, Z(t)=-1.856172
t=5.020000, y(t)=-0.984510, y'(t)=0.356329, z(t)=-0.356023, z'(t)=0.602472, v(t)=-1.802908, v'(t)=2.648912, X(t)=-0.984510, Y(t)=-0.356023, Z(t)=-1.802908
