t=0.000000, y(t)=0.000000, y'(t)=0.000000, z(t)=0.000000, z'(t)=0.000000, v(t)=0.000000, v'(t)=0.000000, X(t)=0.000000, Y(t)=0.000000, Z(t)=0.000000
t=7.560000, y(t)=-0.882453, y'(t)=0.290569, z(t)=-0.486618, z'(t)=0.596521, v(t)=-2.409734, v'(t)=1.929151, X(t)=-0.882453, Y(t)=-0.486618, Z(t)=-2.409734
t=7.580000, y(t)=-0.877833, y'(t)=0.171368, z(t)=-0.474865, z'(t)=0.578618, v(t)=-2.370833, v'(t)=1.960334, X(t)=-0.877833, Y(t)=-0.474865, Z(t)=-2.370833
t=7.600000, y(t)=-0.875597, y'(t)=0.052331, z(t)=-0.463481, z'(t)=0.559504, v(t)=-2.331348, v'(t)=1.987487, X(t)=-0.875597, Y(t)=-0.463481, Z(t)=-2.331348
t=7.620000, y(t)=-0.875737, y'(t)=-0.066258, z(t)=-0.452492, z'(t)=0.539227, v(t)=-2.291360, v'(t)=2.010573, X(t)=-0.875737, Y(t)=-0.452492, Z(t)=-2.291360
t=7.640000, y(t)=-0.878242, y'(t)=-0.184120, z(t)=-0.441920, z'(t)=0.517835, v(t)=-2.250952, v'(t)=2.029561, X(t)=-0.878242, Y(t)=-0.441920, Z(t)=-2.250952
t=7.660000, y(t)=-0.883095, y'(t)=-0.300975, z(t)=-0.431786, z'(t)=0.495381, v(t)=-2.210205, v'(t)=2.044431, X(t)=-0.883095, Y(t)=-0.431786, Z(t)=-2.210205
t=7.680000, y(t)=-0.890273, y'(t)=-0.416549, z(t)=-0.422111, z'(t)=0.471918, v(t)=-2.169203, v'(t)=2.055168, X(t)=-0.890273, Y(t)=-0.422111, Z(t)=-2.169203
t=7.700000, y(t)=-0.899747, y'(t)=-0.530573, z(t)=-0.412915, z'(t)=0.447504, v(t)=-2.128026, v'(t)=2.061769, X(t)=-0.899747, Y(t)=-0.412915, Z(t)=-2.128026
t=7.720000, y(t)=-0.911484, y'(t)=-0.642780, z(t)=-0.404217, z'(t)=0.422195, v(t)=-2.086759, v'(t)=2.064236, X(t)=-0.911484, Y(t)=-0.404217, Z(t)=-2.086759
t=7.740000, y(t)=-0.925444, y'(t)=-0.752913, z(t)=-0.396033, z'(t)=0.396051, v(t)=-2.045484, v'(t)=2.062581, X(t)=-0.925444, Y(t)=-0.396033, Z(t)=-2.045484
t=7.760000, y(t)=-0.941584, y'(t)=-0.860715, z(t)=-0.388380, z'(t)=0.369134, v(t)=-2.004284, v'(t)=2.056824, X(t)=-0.941584, Y(t)=-0.388380, Z(t)=-2.004284
t=7.780000, y(t)=-0.959856, y'(t)=-0.965942, z(t)=-0.381273, z'(t)=0.341506, v(t)=-1.963239, v'(t)=2.046992, X(t)=-0.959856, Y(t)=-0.381273, Z(t)=-1.963239
t=7.800000, y(t)=-0.980203, y'(t)=-1.068353, z(t)=-0.374724, z'(t)=0.313232, v(t)=-1.922431, v'(t)=2.033122, X(t)=-0.980203, Y(t)=-0.374724, Z(t)=-1.922431
t=7.820000, y(t)=-1.002569, y'(t)=-1.167717, z(t)=-0.368747, z'(t)=0.284376, v(t)=-1.881940, v'(t)=2.015257, X(t)=-1.002569, Y(t)=-0.368747, Z(t)=-1.881940
t=7.840000, y(t)=-1.026890, y'(t)=-1.263811, z(t)=-0.363353, z'(t)=0.255005, v(t)=-1.841847, v'(t)=1.993449, X(t)=-1.026890, Y(t)=-0.363353, Z(t)=-1.841847
t=7.860000, y(t)=-1.053099, y'(t)=-1.356420, z(t)=-0.358550, z'(t)=0.225186, v(t)=-1.802228, v'(t)=1.967757, X(t)=-1.053099, Y(t)=-0.358550, Z(t)=-1.802228
t=7.880000, y(t)=-1.081122, y'(t)=-1.445339, z(t)=-0.354348, z'(t)=0.194987, v(t)=-1.763162, v'(t)=1.938247, X(t)=-1.081122, Y(t)=-0.354348, Z(t)=-1.763162
t=7.900000, y(t)=-1.110886, y'(t)=-1.530373, z(t)=-0.350753, z'(t)=0.164477, v(t)=-1.724723, v'(t)=1.904994, X(t)=-1.110886, Y(t)=-0.350753, Z(t)=-1.724723
t=7.920000, y(t)=-1.142310, y'(t)=-1.611338, z(t)=-0.347770, z'(t)=0.133724, v(t)=-1.686987, v'(t)=1.868079, X(t)=-1.142310, Y(t)=-0.347770, Z(t)=-1.686987
t=7.940000, y(t)=-1.175311, y'(t)=-1.688059, z(t)=-0.345405, z'(t)=0.102797, v(t)=-1.650024, v'(t)=1.827590, X(t)=-1.175311, Y(t)=-0.345405, Z(t)=-1.650024
t=7.960000, y(t)=-1.209803, y'(t)=-1.760374, z(t)=-0.343659, z'(t)=0.071766, v(t)=-1.613906, v'(t)=1.783622, X(t)=-1.209803, Y(t)=-0.343659, Z(t)=-1.613906
t=7.980000, y(t)=-1.245696, y'(t)=-1.828130, z(t)=-0.342534, z'(t)=0.040699, v(t)=-1.578702, v'(t)=1.736276, X(t)=-1.245696, Y(t)=-0.342534, Z(t)=-1.578702
t=8.000000, y(t)=-1.282897, y'(t)=-1.891188, z(t)=-0.342031, z'(t)=0.009667, v(t)=-1.544477, v'(t)=1.685661, X(t)=-1.282897, Y(t)=-0.342031, Z(t)=-1.544477
t=8.020000, y(t)=-1.321311, y'(t)=-1.949420, z(t)=-0.342147, z'(t)=-0.021263, v(t)=-1.511296, v'(t)=1.631889, X(t)=-1.321311, Y(t)=-0.342147, Z(t)=-1.511296
t=8.040000, y(t)=-1.360841, y'(t)=-2.002710, z(t)=-0.342880, z'(t)=-0.052023, v(t)=-1.479222, v'(t)=1.575082, X(t)=-1.360841, Y(t)=-0.342880, Z(t)=-1.479222
t=8.060000, y(t)=-1.401386, y'(t)=-2.050957, z(t)=-0.344226, z'(t)=-0.082544, v(t)=-1.448312, v'(t)=1.515363, X(t)=-1.401386, Y(t)=-0.344226, Z(t)=-1.448312
t=8.080000, y(t)=-1.442845, y'(t)=-2.094068, z(t)=-0.346180, z'(t)=-0.112761, v(t)=-1.418626, v'(t)=1.452864, X(t)=-1.442845, Y(t)=-0.346180, Z(t)=-1.418626
t=8.100000, y(t)=-1.485114, y'(t)=-2.131968, z(t)=-0.348734, z'(t)=-0.142607, v(t)=-1.390216, v'(t)=1.387721, X(t)=-1.485114, Y(t)=-0.348734, Z(t)=-1.390216
t=8.120000, y(t)=-1.528089, y'(t)=-2.164592, z(t)=-0.351881, z'(t)=-0.172018, v(t)=-1.363134, v'(t)=1.320073, X(t)=-1.528089, Y(t)=-0.351881, Z(t)=-1.363134
t=8.140000, y(t)=-1.571662, y'(t)=-2.191889, z(t)=-0.355612, z'(t)=-0.200930, v(t)=-1.337428, v'(t)=1.250065, X(t)=-1.571662, Y(t)=-0.355612, Z(t)=-1.337428
t=8.160000, y(t)=-1.615728, y'(t)=-2.213820, z(t)=-0.359915, z'(t)=-0.229281, v(t)=-1.313146, v'(t)=1.177847, X(t)=-1.615728, Y(t)=-0.359915, Z(t)=-1.313146
t=8.180000, y(t)=-1.660179, y'(t)=-2.230361, z(t)=-0.364779, z'(t)=-0.257011, v(t)=-1.290328, v'(t)=1.103570, X(t)=-1.660179, Y(t)=-0.364779, Z(t)=-1.290328
t=8.200000, y(t)=-1.704907, y'(t)=-2.241502, z(t)=-0.370191, z'(t)=-0.284061, v(t)=-1.269016, v'(t)=1.027392, X(t)=-1.704907, Y(t)=-0.370191, Z(t)=-1.269016
t=8.220000, y(t)=-1.749803, y'(t)=-2.247242, z(t)=-0.376136, z'(t)=-0.310373, v(t)=-1.249244, v'(t)=0.949471, X(t)=-1.749803, Y(t)=-0.376136, Z(t)=-1.249244
t=8.240000, y(t)=-1.794761, y'(t)=-2.247599, z(t)=-0.382600, z'(t)=-0.335893, v(t)=-1.231047, v'(t)=0.869970, X(t)=-1.794761, Y(t)=-0.382600, Z(t)=-1.231047
t=8.260000, y(t)=-1.839671, y'(t)=-2.242599, z(t)=-0.389566, z'(t)=-0.360566, v(t)=-1.214455, v'(t)=0.789053, X(t)=-1.839671, Y(t)=-0.389566, Z(t)=-1.214455
t=8.280000, y(t)=-1.884429, y'(t)=-2.232283, z(t)=-0.397017, z'(t)=-0.384341, v(t)=-1.199493, v'(t)=0.706887, X(t)=-1.884429, Y(t)=-0.397017, Z(t)=-1.199493
t=8.300000, y(t)=-1.928928, y'(t)=-2.216706, z(t)=-0.404934, z'(t)=-0.407170, v(t)=-1.186187, v'(t)=0.623641, X(t)=-1.928928, Y(t)=-0.404934, Z(t)=-1.186187
t=8.320000, y(t)=-1.973063, y'(t)=-2.195934, z(t)=-0.413297, z'(t)=-0.429005, v(t)=-1.174554, v'(t)=0.539485, X(t)=-1.973063, Y(t)=-0.413297, Z(t)=-1.174554
t=8.340000, y(t)=-2.016731, y'(t)=-2.170045, z(t)=-0.422087, z'(t)=-0.449802, v(t)=-1.164612, v'(t)=0.454590, X(t)=-2.016731, Y(t)=-0.422087, Z(t)=-1.164612
t=8.360000, y(t)=-2.059831, y'(t)=-2.139131, z(t)=-0.431282, z'(t)=-0.469519, v(t)=-1.156374, v'(t)=0.369129, X(t)=-2.059831, Y(t)=-0.431282, Z(t)=-1.156374
t=8.380000, y(t)=-2.102263, y'(t)=-2.103294, z(t)=-0.440860, z'(t)=-0.488116, v(t)=-1.149850, v'(t)=0.283273, X(t)=-2.102263, Y(t)=-0.440860, Z(t)=-1.149850
t=8.400000, y(t)=-2.143931, y'(t)=-2.062648, z(t)=-0.450799, z'(t)=-0.505558, v(t)=-1.145045, v'(t)=0.197196, X(t)=-2.143931, Y(t)=-0.450799, Z(t)=-1.145045
t=8.420000, y(t)=-2.184738, y'(t)=-2.017320, z(t)=-0.461075, z'(t)=-0.521810, v(t)=-1.141962, v'(t)=0.111070, X(t)=-2.184738, Y(t)=-0.461075, Z(t)=-1.141962
t=8.440000, y(t)=-2.224593, y'(t)=-1.967446, z(t)=-0.471663, z'(t)=-0.536840, v(t)=-1.140601, v'(t)=0.025066, X(t)=-2.224593, Y(t)=-0.471663, Z(t)=-1.140601
t=8.460000, y(t)=-2.263406, y'(t)=-1.913172, z(t)=-0.482540, z'(t)=-0.550620, v(t)=-1.140957, v'(t)=-0.060644, X(t)=-2.263406, Y(t)=-0.482540, Z(t)=-1.140957
t=8.480000, y(t)=-2.301092, y'(t)=-1.854656, z(t)=-0.493679, z'(t)=-0.563125, v(t)=-1.143024, v'(t)=-0.145892, X(t)=-2.301092, Y(t)=-0.493679, Z(t)=-1.143024
t=8.500000, y(t)=-2.337566, y'(t)=-1.792065, z(t)=-0.505056, z'(t)=-0.574332, v(t)=-1.146789, v'(t)=-0.230508, X(t)=-2.337566, Y(t)=-0.505056, Z(t)=-1.146789
t=8.520000, y(t)=-2.372748, y'(t)=-1.725575, z(t)=-0.516644, z'(t)=-0.584221, v(t)=-1.152239, v'(t)=-0.314328, X(t)=-2.372748, Y(t)=-0.516644, Z(t)=-1.152239
t=8.540000, y(t)=-2.406564, y'(t)=-1.655370, z(t)=-0.528416, z'(t)=-0.592776, v(t)=-1.159356, v'(t)=-0.397187, X(t)=-2.406564, Y(t)=-0.528416, Z(t)=-1.159356
t=8.560000, y(t)=-2.438940, y'(t)=-1.581643, z(t)=-0.540346, z'(t)=-0.599983, v(t)=-1.168119, v'(t)=-0.478923, X(t)=-2.438940, Y(t)=-0.540346, Z(t)=-1.168119
t=8.580000, y(t)=-2.469807, y'(t)=-1.504596, z(t)=-0.552406, z'(t)=-0.605832, v(t)=-1.178504, v'(t)=-0.559380, X(t)=-2.469807, Y(t)=-0.552406, Z(t)=-1.178504
t=8.600000, y(t)=-2.499103, y'(t)=-1.424436, z(t)=-0.564570, z'(t)=-0.610314, v(t)=-1.190484, v'(t)=-0.638401, X(t)=-2.499103, Y(t)=-0.564570, Z(t)=-1.190484
t=8.620000, y(t)=-2.526765, y'(t)=-1.341378, z(t)=-0.576810, z'(t)=-0.613426, v(t)=-1.204029, v'(t)=-0.715834, X(t)=-2.526765, Y(t)=-0.576810, Z(t)=-1.204029
t=8.640000, y(t)=-2.552740, y'(t)=-1.255642, z(t)=-0.589098, z'(t)=-0.615166, v(t)=-1.219106, v'(t)=-0.791533, X(t)=-2.552740, Y(t)=-0.589098, Z(t)=-1.219106
t=8.660000, y(t)=-2.576975, y'(t)=-1.167455, z(t)=-0.601407, z'(t)=-0.615535, v(t)=-1.235678, v'(t)=-0.865352, X(t)=-2.576975, Y(t)=-0.601407, Z(t)=-1.235678
t=8.680000, y(t)=-2.599423, y'(t)=-1.077049, z(t)=-0.613710, z'(t)=-0.614539, v(t)=-1.253707, v'(t)=-0.937153, X(t)=-2.599423, Y(t)=-0.613710, Z(t)=-1.253707
t=8.700000, y(t)=-2.620044, y'(t)=-0.984659, z(t)=-0.625980, z'(t)=-0.612184, v(t)=-1.273150, v'(t)=-1.006801, X(t)=-2.620044, Y(t)=-0.625980, Z(t)=-1.273150
t=8.720000, y(t)=-2.638798, y'(t)=-0.890525, z(t)=-0.638189, z'(t)=-0.608483, v(t)=-1.293964, v'(t)=-1.074165, X(t)=-2.638798, Y(t)=-0.638189, Z(t)=-1.293964
t=8.740000, y(t)=-2.655655, y'(t)=-0.794890, z(t)=-0.650310, z'(t)=-0.603447, v(t)=-1.316101, v'(t)=-1.139120, X(t)=-2.655655, Y(t)=-0.650310, Z(t)=-1.316101
t=8.760000, y(t)=-2.670585, y'(t)=-0.697998, z(t)=-0.662318, z'(t)=-0.597094, v(t)=-1.339512, v'(t)=-1.201547, X(t)=-2.670585, Y(t)=-0.662318, Z(t)=-1.339512
t=8.780000, y(t)=-2.683568, y'(t)=-0.600098, z(t)=-0.674185, z'(t)=-0.589443, v(t)=-1.364145, v'(t)=-1.261330, X(t)=-2.683568, Y(t)=-0.674185, Z(t)=-1.364145
t=8.800000, y(t)=-2.694584, y'(t)=-0.501438, z(t)=-0.685887, z'(t)=-0.580516, v(t)=-1.389946, v'(t)=-1.318363, X(t)=-2.694584, Y(t)=-0.685887, Z(t)=-1.389946
t=8.820000, y(t)=-2.703622, y'(t)=-0.402266, z(t)=-0.697398, z'(t)=-0.570339, v(t)=-1.416860, v'(t)=-1.372541, X(t)=-2.703622, Y(t)=-0.697398, Z(t)=-1.416860
t=8.840000, y(t)=-2.710673, y'(t)=-0.302834, z(t)=-0.708692, z'(t)=-0.558937, v(t)=-1.444828, v'(t)=-1.423769, X(t)=-2.710673, Y(t)=-0.708692, Z(t)=-1.444828
t=8.860000, y(t)=-2.715735, y'(t)=-0.203390, z(t)=-0.719747, z'(t)=-0.546343, v(t)=-1.473791, v'(t)=-1.471957, X(t)=-2.715735, Y(t)=-0.719747, Z(t)=-1.473791
t=8.880000, y(t)=-2.718810, y'(t)=-0.104182, z(t)=-0.730538, z'(t)=-0.532588, v(t)=-1.503686, v'(t)=-1.517019, X(t)=-2.718810, Y(t)=-0.730538, Z(t)=-1.503686
t=8.900000, y(t)=-2.719906, y'(t)=-0.005456, z(t)=-0.741043, z'(t)=-0.517707, v(t)=-1.534450, v'(t)=-1.558880, X(t)=-2.719906, Y(t)=-0.741043, Z(t)=-1.534450
t=8.920000, y(t)=-2.719033, y'(t)=0.092544, z(t)=-0.751239, z'(t)=-0.501738, v(t)=-1.566019, v'(t)=-1.597468, X(t)=-2.719033, Y(t)=-0.751239, Z(t)=-1.566019
t=8.940000, y(t)=-2.716210, y'(t)=0.189577, z(t)=-0.761106, z'(t)=-0.484721, v(t)=-1.598327, v'(t)=-1.632720, X(t)=-2.716210, Y(t)=-0.761106, Z(t)=-1.598327
t=8.960000, y(t)=-2.711458, y'(t)=0.285405, z(t)=-0.770622, z'(t)=-0.466698, v(t)=-1.631305, v'(t)=-1.664579, X(t)=-2.711458, Y(t)=-0.770622, Z(t)=-1.631305
t=8.980000, y(t)=-2.704804, y'(t)=0.379794, z(t)=-0.779767, z'(t)=-0.447712, v(t)=-1.664887, v'(t)=-1.692994, X(t)=-2.704804, Y(t)=-0.779767, Z(t)=-1.664887
t=9.000000, y(t)=-2.696278, y'(t)=0.472517, z(t)=-0.788524, z'(t)=-0.427810, v(t)=-1.699002, v'(t)=-1.717924, X(t)=-2.696278, Y(t)=-0.788524, Z(t)=-1.699002
t=9.020000, y(t)=-2.685916, y'(t)=0.563348, z(t)=-0.796874, z'(t)=-0.407039, v(t)=-1.733580, v'(t)=-1.739331, X(t)=-2.685916, Y(t)=-0.796874, Z(t)=-1.733580
t=9.040000, y(t)=-2.673758, y'(t)=0.652069, z(t)=-0.804800, z'(t)=-0.385449, v(t)=-1.768551, v'(t)=-1.757189, X(t)=-2.673758, Y(t)=-0.804800, Z(t)=-1.768551
t=9.060000, y(t)=-2.659848, y'(t)=0.738470, z(t)=-0.812287, z'(t)=-0.363091, v(t)=-1.803844, v'(t)=-1.771474, X(t)=-2.659848, Y(t)=-0.812287, Z(t)=-1.803844
t=9.080000, y(t)=-2.644236, y'(t)=0.822343, z(t)=-0.819319, z'(t)=-0.340017, v(t)=-1.839386, v'(t)=-1.782174, X(t)=-2.644236, Y(t)=-0.819319, Z(t)=-1.839386
t=9.100000, y(t)=-2.626973, y'(t)=0.903493, z(t)=-0.825883, z'(t)=-0.316282, v(t)=-1.875107, v'(t)=-1.789281, X(t)=-2.626973, Y(t)=-0.825883, Z(t)=-1.875107
t=9.120000, y(t)=-2.608116, y'(t)=0.981727, z(t)=-0.831966, z'(t)=-0.291940, v(t)=-1.910934, v'(t)=-1.792795, X(t)=-2.608116, Y(t)=-0.831966, Z(t)=-1.910934
t=9.140000, y(t)=-2.587724, y'(t)=1.056863, z(t)=-0.837557, z'(t)=-0.267049, v(t)=-1.946795, v'(t)=-1.792723, X(t)=-2.587724, Y(t)=-0.837557, Z(t)=-1.946795
t=9.160000, y(t)=-2.565863, y'(t)=1.128727, z(t)=-0.842645, z'(t)=-0.241665, v(t)=-1.982619, v'(t)=-1.789081, X(t)=-2.565863, Y(t)=-0.842645, Z(t)=-1.982619
t=9.180000, y(t)=-2.542598, y'(t)=1.197155, z(t)=-0.847221, z'(t)=-0.215847, v(t)=-2.018334, v'(t)=-1.781889, X(t)=-2.542598, Y(t)=-0.847221, Z(t)=-2.018334
t=9.200000, y(t)=-2.518001, y'(t)=1.261991, z(t)=-0.851276, z'(t)=-0.189653, v(t)=-2.053871, v'(t)=-1.771176, X(t)=-2.518001, Y(t)=-0.851276, Z(t)=-2.053871
t=9.220000, y(t)=-2.492144, y'(t)=1.323087, z(t)=-0.854805, z'(t)=-0.163144, v(t)=-2.089158, v'(t)=-1.756977, X(t)=-2.492144, Y(t)=-0.854805, Z(t)=-2.089158
t=9.240000, y(t)=-2.465103, y'(t)=1.380307, z(t)=-0.857800, z'(t)=-0.136379, v(t)=-2.124127, v'(t)=-1.739336, X(t)=-2.465103, Y(t)=-0.857800, Z(t)=-2.124127
t=9.260000, y(t)=-2.436958, y'(t)=1.433526, z(t)=-0.860258, z'(t)=-0.109419, v(t)=-2.158709, v'(t)=-1.718299, X(t)=-2.436958, Y(t)=-0.860258, Z(t)=-2.158709
t=9.280000, y(t)=-2.407789, y'(t)=1.482628, z(t)=-0.862176, z'(t)=-0.082323, v(t)=-2.192837, v'(t)=-1.693924, X(t)=-2.407789, Y(t)=-0.862176, Z(t)=-2.192837
t=9.300000, y(t)=-2.377681, y'(t)=1.527507, z(t)=-0.863551, z'(t)=-0.055154, v(t)=-2.226444, v'(t)=-1.666272, X(t)=-2.377681, Y(t)=-0.863551, Z(t)=-2.226444
t=9.320000, y(t)=-2.346718, y'(t)=1.568070, z(t)=-0.864382, z'(t)=-0.027970, v(t)=-2.259466, v'(t)=-1.635410, X(t)=-2.346718, Y(t)=-0.864382, Z(t)=-2.259466
t=9.340000, y(t)=-2.314987, y'(t)=1.604233, z(t)=-0.864670, z'(t)=-0.000833, v(t)=-2.291840, v'(t)=-1.601414, X(t)=-2.314987, Y(t)=-0.864670, Z(t)=-2.291840
t=9.360000, y(t)=-2.282578, y'(t)=1.635924, z(t)=-0.864416, z'(t)=0.026197, v(t)=-2.323502, v'(t)=-1.564364, X(t)=-2.282578, Y(t)=-0.864416, Z(t)=-2.323502
t=9.380000, y(t)=-2.249581, y'(t)=1.663084, z(t)=-0.863623, z'(t)=0.053061, v(t)=-2.354394, v'(t)=-1.524345, X(t)=-2.249581, Y(t)=-0.863623, Z(t)=-2.354394
t=9.400000, y(t)=-2.216086, y'(t)=1.685663, z(t)=-0.862295, z'(t)=0.079701, v(t)=-2.384457, v'(t)=-1.481449, X(t)=-2.216086, Y(t)=-0.862295, Z(t)=-2.384457
t=9.420000, y(t)=-2.182185, y'(t)=1.703624, z(t)=-0.860437, z'(t)=0.106058, v(t)=-2.413634, v'(t)=-1.435774, X(t)=-2.182185, Y(t)=-0.860437, Z(t)=-2.413634
t=9.440000, y(t)=-2.147972, y'(t)=1.716941, z(t)=-0.858055, z'(t)=0.132074, v(t)=-2.441870, v'(t)=-1.387420, X(t)=-2.147972, Y(t)=-0.858055, Z(t)=-2.441870
t=9.460000, y(t)=-2.113538, y'(t)=1.725601, z(t)=-0.855157, z'(t)=0.157694, v(t)=-2.469114, v'(t)=-1.336496, X(t)=-2.113538, Y(t)=-0.855157, Z(t)=-2.469114
t=9.480000, y(t)=-2.078979, y'(t)=1.729600, z(t)=-0.851750, z'(t)=0.182862, v(t)=-2.495314, v'(t)=-1.283112, X(t)=-2.078979, Y(t)=-0.851750, Z(t)=-2.495314
t=9.500000, y(t)=-2.044385, y'(t)=1.728949, z(t)=-0.847846, z'(t)=0.207524, v(t)=-2.520422, v'(t)=-1.227386, X(t)=-2.044385, Y(t)=-0.847846, Z(t)=-2.520422
t=9.520000, y(t)=-2.009852, y'(t)=1.723667, z(t)=-0.843453, z'(t)=0.231628, v(t)=-2.544394, v'(t)=-1.169437, X(t)=-2.009852, Y(t)=-0.843453, Z(t)=-2.544394
t=9.540000, y(t)=-1.975469, y'(t)=1.713787, z(t)=-0.838585, z'(t)=0.255122, v(t)=-2.567186, v'(t)=-1.109390, X(t)=-1.975469, Y(t)=-0.838585, Z(t)=-2.567186
t=9.560000, y(t)=-1.941330, y'(t)=1.699353, z(t)=-0.833253, z'(t)=0.277957, v(t)=-2.588757, v'(t)=-1.047372, X(t)=-1.941330, Y(t)=-0.833253, Z(t)=-2.588757
t=9.580000, y(t)=-1.907525, y'(t)=1.680418, z(t)=-0.827471, z'(t)=0.300085, v(t)=-2.609069, v'(t)=-0.983516, X(t)=-1.907525, Y(t)=-0.827471, Z(t)=-2.609069
t=9.600000, y(t)=-1.874143, y'(t)=1.657048, z(t)=-0.821254, z'(t)=0.321459, v(t)=-2.628086, v'(t)=-0.917955, X(t)=-1.874143, Y(t)=-0.821254, Z(t)=-2.628086
t=9.620000, y(t)=-1.841272, y'(t)=1.629320, z(t)=-0.814618, z'(t)=0.342035, v(t)=-2.645776, v'(t)=-0.850827, X(t)=-1.841272, Y(t)=-0.814618, Z(t)=-2.645776
t=9.640000, y(t)=-1.808999, y'(t)=1.597321, z(t)=-0.807579, z'(t)=0.361772, v(t)=-2.662110, v'(t)=-0.782272, X(t)=-1.808999, Y(t)=-0.807579, Z(t)=-2.662110
t=9.660000, y(t)=-1.777407, y'(t)=1.561146, z(t)=-0.800153, z'(t)=0.380627, v(t)=-2.677059, v'(t)=-0.712433, X(t)=-1.777407, Y(t)=-0.800153, Z(t)=-2.677059
t=9.680000, y(t)=-1.746580, y'(t)=1.520904, z(t)=-0.792360, z'(t)=0.398564, v(t)=-2.690599, v'(t)=-0.641453, X(t)=-1.746580, Y(t)=-0.792360, Z(t)=-2.690599
t=9.700000, y(t)=-1.716598, y'(t)=1.476712, z(t)=-0.784217, z'(t)=0.415546, v(t)=-2.702710, v'(t)=-0.569479, X(t)=-1.716598, Y(t)=-0.784217, Z(t)=-2.702710
t=9.720000, y(t)=-1.687537, y'(t)=1.428694, z(t)=-0.775744, z'(t)=0.431539, v(t)=-2.713373, v'(t)=-0.496658, X(t)=-1.687537, Y(t)=-0.775744, Z(t)=-2.713373
t=9.740000, y(t)=-1.659474, y'(t)=1.376987, z(t)=-0.766962, z'(t)=0.446512, v(t)=-2.722572, v'(t)=-0.423138, X(t)=-1.659474, Y(t)=-0.766962, Z(t)=-2.722572
t=9.760000, y(t)=-1.632481, y'(t)=1.321734, z(t)=-0.757891, z'(t)=0.460436, v(t)=-2.730295, v'(t)=-0.349068, X(t)=-1.632481, Y(t)=-0.757891, Z(t)=-2.730295
t=9.780000, y(t)=-1.606628, y'(t)=1.263088, z(t)=-0.748552, z'(t)=0.473283, v(t)=-2.736532, v'(t)=-0.274599, X(t)=-1.606628, Y(t)=-0.748552, Z(t)=-2.736532
t=9.800000, y(t)=-1.581980, y'(t)=1.201207, z(t)=-0.738967, z'(t)=0.485030, v(t)=-2.741277, v'(t)=-0.199880, X(t)=-1.581980, Y(t)=-0.738967, Z(t)=-2.741277
t=9.820000, y(t)=-1.558600, y'(t)=1.136260, z(t)=-0.729158, z'(t)=0.495655, v(t)=-2.744526, v'(t)=-0.125062, X(t)=-1.558600, Y(t)=-0.729158, Z(t)=-2.744526
t=9.840000, y(t)=-1.536548, y'(t)=1.068421, z(t)=-0.719148, z'(t)=0.505139, v(t)=-2.746280, v'(t)=-0.050292, X(t)=-1.536548, Y(t)=-0.719148, Z(t)=-2.746280
t=9.860000, y(t)=-1.515881, y'(t)=0.997870, z(t)=-0.708960, z'(t)=0.513466, v(t)=-2.746539, v'(t)=0.024279, X(t)=-1.515881, Y(t)=-0.708960, Z(t)=-2.746539
t=9.880000, y(t)=-1.496650, y'(t)=0.924795, z(t)=-0.698617, z'(t)=0.520622, v(t)=-2.745311, v'(t)=0.098503, X(t)=-1.496650, Y(t)=-0.698617, Z(t)=-2.745311
t=9.900000, y(t)=-1.478905, y'(t)=0.849388, z(t)=-0.688143, z'(t)=0.526595, v(t)=-2.742603, v'(t)=0.172236, X(t)=-1.478905, Y(t)=-0.688143, Z(t)=-2.742603
t=9.920000, y(t)=-1.462689, y'(t)=0.771847, z(t)=-0.677562, z'(t)=0.531377, v(t)=-2.738426, v'(t)=0.245331, X(t)=-1.462689, Y(t)=-0.677562, Z(t)=-2.738426
t=9.940000, y(t)=-1.448044, y'(t)=0.692373, z(t)=-0.666896, z'(t)=0.534962, v(t)=-2.732795, v'(t)=0.317645, X(t)=-1.448044, Y(t)=-0.666896, Z(t)=-2.732795
t=9.960000, y(t)=-1.435006, y'(t)=0.611174, z(t)=-0.656171, z'(t)=0.537348, v(t)=-2.725726, v'(t)=0.389038, X(t)=-1.435006, Y(t)=-0.656171, Z(t)=-2.725726
t=9.980000, y(t)=-1.423607, y'(t)=0.528458, z(t)=-0.645410, z'(t)=0.538533, v(t)=-2.717240, v'(t)=0.459371, X(t)=-1.423607, Y(t)=-0.645410, Z(t)=-2.717240
t=10.000000, y(t)=-1.413876, y'(t)=0.444440, z(t)=-0.634638, z'(t)=0.538519, v(t)=-2.707359, v'(t)=0.528508, X(t)=-1.413876, Y(t)=-0.634638, Z(t)=-2.707359
t=10.020000, y(t)=-1.405837, y'(t)=0.359333, z(t)=-0.623877, z'(t)=0.537312, v(t)=-2.696109, v'(t)=0.596316, X(t)=-1.405837, Y(t)=-0.623877, Z(t)=-2.696109
t=10.040000, y(t)=-1.399509, y'(t)=0.273355, z(t)=-0.613153, z'(t)=0.534919, v(t)=-2.683516, v'(t)=0.662666, X(t)=-1.399509, Y(t)=-0.613153, Z(t)=-2.683516
t=10.060000, y(t)=-1.394907, y'(t)=0.186724, z(t)=-0.602489, z'(t)=0.531350, v(t)=-2.669613, v'(t)=0.727431, X(t)=-1.394907, Y(t)=-0.602489, Z(t)=-2.669613
