t=10.000000, y(t)=0.000000, y'(t)=0.000000, z(t)=0.000000, z'(t)=0.000000, v(t)=0.000000, v'(t)=0.000000, X(t)=0.000000, Y(t)=0.000000, Z(t)=0.000000
t=20.420000, y(t)=1.415866, y'(t)=-0.082498, z(t)=-0.445320, z'(t)=0.291756, v(t)=-2.242955, v'(t)=1.504206, X(t)=1.415866, Y(t)=-0.445320, Z(t)=-2.242955
t=20.440000, y(t)=1.414112, y'(t)=-0.092705, z(t)=-0.439693, z'(t)=0.270832, v(t)=-2.212699, v'(t)=1.520899, X(t)=1.414112, Y(t)=-0.439693, Z(t)=-2.212699
t=20.460000, y(t)=1.412162, y'(t)=-0.102245, z(t)=-0.434490, z'(t)=0.249390, v(t)=-2.182140, v'(t)=1.534496, X(t)=1.412162, Y(t)=-0.434490, Z(t)=-2.182140
t=20.480000, y(t)=1.410027, y'(t)=-0.111098, z(t)=-0.429720, z'(t)=0.227482, v(t)=-2.151340, v'(t)=1.544982, X(t)=1.410027, Y(t)=-0.429720, Z(t)=-2.151340
t=20.500000, y(t)=1.407723, y'(t)=-0.119244, z(t)=-0.425393, z'(t)=0.205157, v(t)=-2.120362, v'(t)=1.552348, X(t)=1.407723, Y(t)=-0.425393, Z(t)=-2.120362
t=20.520000, y(t)=1.405262, y'(t)=-0.126666, z(t)=-0.421517, z'(t)=0.182466, v(t)=-2.089267, v'(t)=1.556592, X(t)=1.405262, Y(t)=-0.421517, Z(t)=-2.089267
t=20.540000, y(t)=1.402661, y'(t)=-0.133350, z(t)=-0.418097, z'(t)=0.159462, v(t)=-2.058119, v'(t)=1.557719, X(t)=1.402661, Y(t)=-0.418097, Z(t)=-2.058119
t=20.560000, y(t)=1.399933, y'(t)=-0.139281, z(t)=-0.415140, z'(t)=0.136196, v(t)=-2.026979, v'(t)=1.555738, X(t)=1.399933, Y(t)=-0.415140, Z(t)=-2.026979
t=20.580000, y(t)=1.397095, y'(t)=-0.144448, z(t)=-0.412650, z'(t)=0.112721, v(t)=-1.995910, v'(t)=1.550666, X(t)=1.397095, Y(t)=-0.412650, Z(t)=-1.995910
t=20.600000, y(t)=1.394161, y'(t)=-0.148841, z(t)=-0.410632, z'(t)=0.089090, v(t)=-1.964973, v'(t)=1.542525, X(t)=1.394161, Y(t)=-0.410632, Z(t)=-1.964973
t=20.620000, y(t)=1.391146, y'(t)=-0.152453, z(t)=-0.409087, z'(t)=0.065355, v(t)=-1.934229, v'(t)=1.531343, X(t)=1.391146, Y(t)=-0.409087, Z(t)=-1.934229
t=20.640000, y(t)=1.388068, y'(t)=-0.155278, z(t)=-0.408018, z'(t)=0.041571, v(t)=-1.903739, v'(t)=1.517156, X(t)=1.388068, Y(t)=-0.408018, Z(t)=-1.903739
t=20.660000, y(t)=1.384941, y'(t)=-0.157313, z(t)=-0.407425, z'(t)=0.017789, v(t)=-1.873563, v'(t)=1.500003, X(t)=1.384941, Y(t)=-0.407425, Z(t)=-1.873563
t=20.680000, y(t)=1.381781, y'(t)=-0.158555, z(t)=-0.407306, z'(t)=-0.005937, v(t)=-1.843759, v'(t)=1.479930, X(t)=1.381781, Y(t)=-0.407306, Z(t)=-1.843759
t=20.700000, y(t)=1.378604, y'(t)=-0.159004, z(t)=-0.407661, z'(t)=-0.029555, v(t)=-1.814385, v'(t)=1.456989, X(t)=1.378604, Y(t)=-0.407661, Z(t)=-1.814385
t=20.720000, y(t)=1.375426, y'(t)=-0.158663, z(t)=-0.408487, z'(t)=-0.053013, v(t)=-1.785498, v'(t)=1.431238, X(t)=1.375426, Y(t)=-0.408487, Z(t)=-1.785498
t=20.740000, y(t)=1.372262, y'(t)=-0.157536, z(t)=-0.409780, z'(t)=-0.076261, v(t)=-1.757153, v'(t)=1.402738, X(t)=1.372262, Y(t)=-0.409780, Z(t)=-1.757153
t=20.760000, y(t)=1.369129, y'(t)=-0.155628, z(t)=-0.411536, z'(t)=-0.099246, v(t)=-1.729406, v'(t)=1.371558, X(t)=1.369129, Y(t)=-0.411536, Z(t)=-1.729406
t=20.780000, y(t)=1.366042, y'(t)=-0.152948, z(t)=-0.413748, z'(t)=-0.121920, v(t)=-1.702309, v'(t)=1.337769, X(t)=1.366042, Y(t)=-0.413748, Z(t)=-1.702309
t=20.800000, y(t)=1.363017, y'(t)=-0.149504, z(t)=-0.416410, z'(t)=-0.144233, v(t)=-1.675912, v'(t)=1.301451, X(t)=1.363017, Y(t)=-0.416410, Z(t)=-1.675912
t=20.820000, y(t)=1.360067, y'(t)=-0.145309, z(t)=-0.419515, z'(t)=-0.166137, v(t)=-1.650267, v'(t)=1.262685, X(t)=1.360067, Y(t)=-0.419515, Z(t)=-1.650267
t=20.840000, y(t)=1.357209, y'(t)=-0.140376, z(t)=-0.423053, z'(t)=-0.187586, v(t)=-1.625421, v'(t)=1.221558, X(t)=1.357209, Y(t)=-0.423053, Z(t)=-1.625421
t=20.860000, y(t)=1.354457, y'(t)=-0.134719, z(t)=-0.427015, z'(t)=-0.208533, v(t)=-1.601420, v'(t)=1.178163, X(t)=1.354457, Y(t)=-0.427015, Z(t)=-1.601420
t=20.880000, y(t)=1.351825, y'(t)=-0.128356, z(t)=-0.431391, z'(t)=-0.228934, v(t)=-1.578308, v'(t)=1.132593, X(t)=1.351825, Y(t)=-0.431391, Z(t)=-1.578308
t=20.900000, y(t)=1.349327, y'(t)=-0.121305, z(t)=-0.436168, z'(t)=-0.248747, v(t)=-1.556130, v'(t)=1.084949, X(t)=1.349327, Y(t)=-0.436168, Z(t)=-1.556130
t=20.920000, y(t)=1.346977, y'(t)=-0.113585, z(t)=-0.441336, z'(t)=-0.267929, v(t)=-1.534924, v'(t)=1.035334, X(t)=1.346977, Y(t)=-0.441336, Z(t)=-1.534924
t=20.940000, y(t)=1.344788, y'(t)=-0.105220, z(t)=-0.446881, z'(t)=-0.286441, v(t)=-1.514729, v'(t)=0.983855, X(t)=1.344788, Y(t)=-0.446881, Z(t)=-1.514729
t=20.960000, y(t)=1.342773, y'(t)=-0.096230, z(t)=-0.452789, z'(t)=-0.304244, v(t)=-1.495581, v'(t)=0.930621, X(t)=1.342773, Y(t)=-0.452789, Z(t)=-1.495581
t=20.980000, y(t)=1.340943, y'(t)=-0.086642, z(t)=-0.459046, z'(t)=-0.321301, v(t)=-1.477515, v'(t)=0.875746, X(t)=1.340943, Y(t)=-0.459046, Z(t)=-1.477515
t=21.000000, y(t)=1.339311, y'(t)=-0.076481, z(t)=-0.465636, z'(t)=-0.337579, v(t)=-1.460562, v'(t)=0.819345, X(t)=1.339311, Y(t)=-0.465636, Z(t)=-1.460562
t=21.020000, y(t)=1.337887, y'(t)=-0.065773, z(t)=-0.472544, z'(t)=-0.353043, v(t)=-1.444750, v'(t)=0.761537, X(t)=1.337887, Y(t)=-0.472544, Z(t)=-1.444750
t=21.040000, y(t)=1.336683, y'(t)=-0.054549, z(t)=-0.479752, z'(t)=-0.367663, v(t)=-1.430109, v'(t)=0.702443, X(t)=1.336683, Y(t)=-0.479752, Z(t)=-1.430109
t=21.060000, y(t)=1.335709, y'(t)=-0.042836, z(t)=-0.487244, z'(t)=-0.381410, v(t)=-1.416660, v'(t)=0.642186, X(t)=1.335709, Y(t)=-0.487244, Z(t)=-1.416660
t=21.080000, y(t)=1.334973, y'(t)=-0.030666, z(t)=-0.495002, z'(t)=-0.394256, v(t)=-1.404428, v'(t)=0.580890, X(t)=1.334973, Y(t)=-0.495002, Z(t)=-1.404428
t=21.100000, y(t)=1.334485, y'(t)=-0.018071, z(t)=-0.503008, z'(t)=-0.406178, v(t)=-1.393431, v'(t)=0.518681, X(t)=1.334485, Y(t)=-0.503008, Z(t)=-1.393431
t=21.120000, y(t)=1.334253, y'(t)=-0.005082, z(t)=-0.511243, z'(t)=-0.417152, v(t)=-1.383686, v'(t)=0.455688, X(t)=1.334253, Y(t)=-0.511243, Z(t)=-1.383686
t=21.140000, y(t)=1.334284, y'(t)=0.008266, z(t)=-0.519688, z'(t)=-0.427157, v(t)=-1.375208, v'(t)=0.392038, X(t)=1.334284, Y(t)=-0.519688, Z(t)=-1.375208
t=21.160000, y(t)=1.334586, y'(t)=0.021940, z(t)=-0.528323, z'(t)=-0.436175, v(t)=-1.368008, v'(t)=0.327861, X(t)=1.334586, Y(t)=-0.528323, Z(t)=-1.368008
t=21.180000, y(t)=1.335164, y'(t)=0.035905, z(t)=-0.537128, z'(t)=-0.444191, v(t)=-1.362096, v'(t)=0.263288, X(t)=1.335164, Y(t)=-0.537128, Z(t)=-1.362096
t=21.200000, y(t)=1.336023, y'(t)=0.050125, z(t)=-0.546084, z'(t)=-0.451191, v(t)=-1.357478, v'(t)=0.198447, X(t)=1.336023, Y(t)=-0.546084, Z(t)=-1.357478
t=21.220000, y(t)=1.337170, y'(t)=0.064565, z(t)=-0.555169, z'(t)=-0.457162, v(t)=-1.354159, v'(t)=0.133470, X(t)=1.337170, Y(t)=-0.555169, Z(t)=-1.354159
t=21.240000, y(t)=1.338607, y'(t)=0.079188, z(t)=-0.564363, z'(t)=-0.462097, v(t)=-1.352140, v'(t)=0.068487, X(t)=1.338607, Y(t)=-0.564363, Z(t)=-1.352140
t=21.260000, y(t)=1.340339, y'(t)=0.093958, z(t)=-0.573646, z'(t)=-0.465987, v(t)=-1.351419, v'(t)=0.003627, X(t)=1.340339, Y(t)=-0.573646, Z(t)=-1.351419
t=21.280000, y(t)=1.342366, y'(t)=0.108838, z(t)=-0.582996, z'(t)=-0.468829, v(t)=-1.351993, v'(t)=-0.060982, X(t)=1.342366, Y(t)=-0.582996, Z(t)=-1.351993
t=21.300000, y(t)=1.344693, y'(t)=0.123791, z(t)=-0.592392, z'(t)=-0.470621, v(t)=-1.353855, v'(t)=-0.125211, X(t)=1.344693, Y(t)=-0.592392, Z(t)=-1.353855
t=21.320000, y(t)=1.347318, y'(t)=0.138780, z(t)=-0.601814, z'(t)=-0.471363, v(t)=-1.356998, v'(t)=-0.188935, X(t)=1.347318, Y(t)=-0.601814, Z(t)=-1.356998
t=21.340000, y(t)=1.350244, y'(t)=0.153769, z(t)=-0.611240, z'(t)=-0.471057, v(t)=-1.361409, v'(t)=-0.252027, X(t)=1.350244, Y(t)=-0.611240, Z(t)=-1.361409
t=21.360000, y(t)=1.353469, y'(t)=0.168720, z(t)=-0.620649, z'(t)=-0.469708, v(t)=-1.367074, v'(t)=-0.314366, X(t)=1.353469, Y(t)=-0.620649, Z(t)=-1.367074
t=21.380000, y(t)=1.356992, y'(t)=0.183597, z(t)=-0.630021, z'(t)=-0.467323, v(t)=-1.373977, v'(t)=-0.375830, X(t)=1.356992, Y(t)=-0.630021, Z(t)=-1.373977
t=21.400000, y(t)=1.360812, y'(t)=0.198365, z(t)=-0.639335, z'(t)=-0.463912, v(t)=-1.382101, v'(t)=-0.436299, X(t)=1.360812, Y(t)=-0.639335, Z(t)=-1.382101
t=21.420000, y(t)=1.364926, y'(t)=0.212986, z(t)=-0.648571, z'(t)=-0.459487, v(t)=-1.391422, v'(t)=-0.495658, X(t)=1.364926, Y(t)=-0.648571, Z(t)=-1.391422
t=21.440000, y(t)=1.369330, y'(t)=0.227427, z(t)=-0.657708, z'(t)=-0.454061, v(t)=-1.401919, v'(t)=-0.553793, X(t)=1.369330, Y(t)=-0.657708, Z(t)=-1.401919
t=21.460000, y(t)=1.374021, y'(t)=0.241652, z(t)=-0.666727, z'(t)=-0.447650, v(t)=-1.413565, v'(t)=-0.610593, X(t)=1.374021, Y(t)=-0.666727, Z(t)=-1.413565
t=21.480000, y(t)=1.378995, y'(t)=0.255628, z(t)=-0.675607, z'(t)=-0.440273, v(t)=-1.426333, v'(t)=-0.665949, X(t)=1.378995, Y(t)=-0.675607, Z(t)=-1.426333
t=21.500000, y(t)=1.384245, y'(t)=0.269321, z(t)=-0.684331, z'(t)=-0.431949, v(t)=-1.440193, v'(t)=-0.719758, X(t)=1.384245, Y(t)=-0.684331, Z(t)=-1.440193
t=21.520000, y(t)=1.389765, y'(t)=0.282698, z(t)=-0.692879, z'(t)=-0.422701, v(t)=-1.455112, v'(t)=-0.771918, X(t)=1.389765, Y(t)=-0.692879, Z(t)=-1.455112
t=21.540000, y(t)=1.395550, y'(t)=0.295729, z(t)=-0.701233, z'(t)=-0.412554, v(t)=-1.471058, v'(t)=-0.822332, X(t)=1.395550, Y(t)=-0.701233, Z(t)=-1.471058
t=21.560000, y(t)=1.401592, y'(t)=0.308383, z(t)=-0.709376, z'(t)=-0.401532, v(t)=-1.487993, v'(t)=-0.870907, X(t)=1.401592, Y(t)=-0.709376, Z(t)=-1.487993
t=21.580000, y(t)=1.407883, y'(t)=0.320630, z(t)=-0.717289, z'(t)=-0.389664, v(t)=-1.505881, v'(t)=-0.917553, X(t)=1.407883, Y(t)=-0.717289, Z(t)=-1.505881
t=21.600000, y(t)=1.414414, y'(t)=0.332442, z(t)=-0.724957, z'(t)=-0.376981, v(t)=-1.524682, v'(t)=-0.962185, X(t)=1.414414, Y(t)=-0.724957, Z(t)=-1.524682
t=21.620000, y(t)=1.421177, y'(t)=0.343791, z(t)=-0.732363, z'(t)=-0.363512, v(t)=-1.544354, v'(t)=-1.004721, X(t)=1.421177, Y(t)=-0.732363, Z(t)=-1.544354
t=21.640000, y(t)=1.428163, y'(t)=0.354652, z(t)=-0.739492, z'(t)=-0.349291, v(t)=-1.564856, v'(t)=-1.045087, X(t)=1.428163, Y(t)=-0.739492, Z(t)=-1.564856
t=21.660000, y(t)=1.435360, y'(t)=0.365000, z(t)=-0.746330, z'(t)=-0.334353, v(t)=-1.586143, v'(t)=-1.083210, X(t)=1.435360, Y(t)=-0.746330, Z(t)=-1.586143
t=21.680000, y(t)=1.442759, y'(t)=0.374812, z(t)=-0.752862, z'(t)=-0.318734, v(t)=-1.608169, v'(t)=-1.119022, X(t)=1.442759, Y(t)=-0.752862, Z(t)=-1.608169
t=21.700000, y(t)=1.450349, y'(t)=0.384066, z(t)=-0.759075, z'(t)=-0.302471, v(t)=-1.630888, v'(t)=-1.152463, X(t)=1.450349, Y(t)=-0.759075, Z(t)=-1.630888
t=21.720000, y(t)=1.458118, y'(t)=0.392742, z(t)=-0.764957, z'(t)=-0.285602, v(t)=-1.654251, v'(t)=-1.183474, X(t)=1.458118, Y(t)=-0.764957, Z(t)=-1.654251
t=21.740000, y(t)=1.466055, y'(t)=0.400820, z(t)=-0.770495, z'(t)=-0.268167, v(t)=-1.678210, v'(t)=-1.212004, X(t)=1.466055, Y(t)=-0.770495, Z(t)=-1.678210
t=21.760000, y(t)=1.474147, y'(t)=0.408283, z(t)=-0.775680, z'(t)=-0.250208, v(t)=-1.702715, v'(t)=-1.238005, X(t)=1.474147, Y(t)=-0.775680, Z(t)=-1.702715
t=21.780000, y(t)=1.482382, y'(t)=0.415115, z(t)=-0.780500, z'(t)=-0.231765, v(t)=-1.727714, v'(t)=-1.261437, X(t)=1.482382, Y(t)=-0.780500, Z(t)=-1.727714
t=21.800000, y(t)=1.490747, y'(t)=0.421302, z(t)=-0.784947, z'(t)=-0.212883, v(t)=-1.753155, v'(t)=-1.282262, X(t)=1.490747, Y(t)=-0.784947, Z(t)=-1.753155
t=21.820000, y(t)=1.499229, y'(t)=0.426832, z(t)=-0.789013, z'(t)=-0.193605, v(t)=-1.778986, v'(t)=-1.300449, X(t)=1.499229, Y(t)=-0.789013, Z(t)=-1.778986
t=21.840000, y(t)=1.507816, y'(t)=0.431693, z(t)=-0.792689, z'(t)=-0.173974, v(t)=-1.805155, v'(t)=-1.315974, X(t)=1.507816, Y(t)=-0.792689, Z(t)=-1.805155
t=21.860000, y(t)=1.516493, y'(t)=0.435877, z(t)=-0.795970, z'(t)=-0.154036, v(t)=-1.831607, v'(t)=-1.328814, X(t)=1.516493, Y(t)=-0.795970, Z(t)=-1.831607
t=21.880000, y(t)=1.525246, y'(t)=0.439375, z(t)=-0.798849, z'(t)=-0.133836, v(t)=-1.858290, v'(t)=-1.338957, X(t)=1.525246, Y(t)=-0.798849, Z(t)=-1.858290
t=21.900000, y(t)=1.534063, y'(t)=0.442183, z(t)=-0.801322, z'(t)=-0.113420, v(t)=-1.885148, v'(t)=-1.346392, X(t)=1.534063, Y(t)=-0.801322, Z(t)=-1.885148
t=21.920000, y(t)=1.542929, y'(t)=0.444295, z(t)=-0.803385, z'(t)=-0.092834, v(t)=-1.912127, v'(t)=-1.351115, X(t)=1.542929, Y(t)=-0.803385, Z(t)=-1.912127
t=21.940000, y(t)=1.551830, y'(t)=0.445710, z(t)=-0.805034, z'(t)=-0.072125, v(t)=-1.939174, v'(t)=-1.353127, X(t)=1.551830, Y(t)=-0.805034, Z(t)=-1.939174
t=21.960000, y(t)=1.560753, y'(t)=0.446426, z(t)=-0.806269, z'(t)=-0.051338, v(t)=-1.966234, v'(t)=-1.352436, X(t)=1.560753, Y(t)=-0.806269, Z(t)=-1.966234
t=21.980000, y(t)=1.569683, y'(t)=0.446445, z(t)=-0.807088, z'(t)=-0.030521, v(t)=-1.993254, v'(t)=-1.349053, X(t)=1.569683, Y(t)=-0.807088, Z(t)=-1.993254
t=22.000000, y(t)=1.578606, y'(t)=0.445770, z(t)=-0.807490, z'(t)=-0.009719, v(t)=-2.020179, v'(t)=-1.342997, X(t)=1.578606, Y(t)=-0.807490, Z(t)=-2.020179
t=22.020000, y(t)=1.587509, y'(t)=0.444405, z(t)=-0.807477, z'(t)=0.011021, v(t)=-2.046956, v'(t)=-1.334289, X(t)=1.587509, Y(t)=-0.807477, Z(t)=-2.046956
t=22.040000, y(t)=1.596377, y'(t)=0.442356, z(t)=-0.807050, z'(t)=0.031654, v(t)=-2.073533, v'(t)=-1.322959, X(t)=1.596377, Y(t)=-0.807050, Z(t)=-2.073533
t=22.060000, y(t)=1.605198, y'(t)=0.439630, z(t)=-0.806212, z'(t)=0.052135, v(t)=-2.099857, v'(t)=-1.309038, X(t)=1.605198, Y(t)=-0.806212, Z(t)=-2.099857
t=22.080000, y(t)=1.613958, y'(t)=0.436238, z(t)=-0.804966, z'(t)=0.072418, v(t)=-2.125877, v'(t)=-1.292564, X(t)=1.613958, Y(t)=-0.804966, Z(t)=-2.125877
t=22.100000, y(t)=1.622644, y'(t)=0.432190, z(t)=-0.803317, z'(t)=0.092460, v(t)=-2.151543, v'(t)=-1.273582, X(t)=1.622644, Y(t)=-0.803317, Z(t)=-2.151543
t=22.120000, y(t)=1.631242, y'(t)=0.427498, z(t)=-0.801269, z'(t)=0.112217, v(t)=-2.176804, v'(t)=-1.252138, X(t)=1.631242, Y(t)=-0.801269, Z(t)=-2.176804
t=22.140000, y(t)=1.639739, y'(t)=0.422178, z(t)=-0.798830, z'(t)=0.131646, v(t)=-2.201612, v'(t)=-1.228286, X(t)=1.639739, Y(t)=-0.798830, Z(t)=-2.201612
t=22.160000, y(t)=1.648125, y'(t)=0.416243, z(t)=-0.796006, z'(t)=0.150706, v(t)=-2.225920, v'(t)=-1.202082, X(t)=1.648125, Y(t)=-0.796006, Z(t)=-2.225920
t=22.180000, y(t)=1.656385, y'(t)=0.409712, z(t)=-0.792805, z'(t)=0.169356, v(t)=-2.249680, v'(t)=-1.173588, X(t)=1.656385, Y(t)=-0.792805, Z(t)=-2.249680
t=22.200000, y(t)=1.664509, y'(t)=0.402602, z(t)=-0.789235, z'(t)=0.187556, v(t)=-2.272849, v'(t)=-1.142870, X(t)=1.664509, Y(t)=-0.789235, Z(t)=-2.272849
t=22.220000, y(t)=1.672485, y'(t)=0.394934, z(t)=-0.785306, z'(t)=0.205267, v(t)=-2.295381, v'(t)=-1.109998, X(t)=1.672485, Y(t)=-0.785306, Z(t)=-2.295381
t=22.240000, y(t)=1.680303, y'(t)=0.386728, z(t)=-0.781028, z'(t)=0.222453, v(t)=-2.317235, v'(t)=-1.075045, X(t)=1.680303, Y(t)=-0.781028, Z(t)=-2.317235
t=22.260000, y(t)=1.687951, y'(t)=0.378007, z(t)=-0.776411, z'(t)=0.239078, v(t)=-2.338369, v'(t)=-1.038091, X(t)=1.687951, Y(t)=-0.776411, Z(t)=-2.338369
t=22.280000, y(t)=1.695420, y'(t)=0.368794, z(t)=-0.771468, z'(t)=0.255106, v(t)=-2.358745, v'(t)=-0.999217, X(t)=1.695420, Y(t)=-0.771468, Z(t)=-2.358745
t=22.300000, y(t)=1.702700, y'(t)=0.359113, z(t)=-0.766211, z'(t)=0.270505, v(t)=-2.378326, v'(t)=-0.958506, X(t)=1.702700, Y(t)=-0.766211, Z(t)=-2.378326
t=22.320000, y(t)=1.709782, y'(t)=0.348991, z(t)=-0.760653, z'(t)=0.285243, v(t)=-2.397074, v'(t)=-0.916050, X(t)=1.709782, Y(t)=-0.760653, Z(t)=-2.397074
t=22.340000, y(t)=1.716657, y'(t)=0.338453, z(t)=-0.754806, z'(t)=0.299289, v(t)=-2.414957, v'(t)=-0.871937, X(t)=1.716657, Y(t)=-0.754806, Z(t)=-2.414957
t=22.360000, y(t)=1.723317, y'(t)=0.327528, z(t)=-0.748686, z'(t)=0.312617, v(t)=-2.431941, v'(t)=-0.826264, X(t)=1.723317, Y(t)=-0.748686, Z(t)=-2.431941
t=22.380000, y(t)=1.729755, y'(t)=0.316243, z(t)=-0.742306, z'(t)=0.325198, v(t)=-2.447997, v'(t)=-0.779127, X(t)=1.729755, Y(t)=-0.742306, Z(t)=-2.447997
t=22.400000, y(t)=1.735965, y'(t)=0.304627, z(t)=-0.735683, z'(t)=0.337008, v(t)=-2.463097, v'(t)=-0.730627, X(t)=1.735965, Y(t)=-0.735683, Z(t)=-2.463097
t=22.420000, y(t)=1.741938, y'(t)=0.292711, z(t)=-0.728831, z'(t)=0.348024, v(t)=-2.477214, v'(t)=-0.680864, X(t)=1.741938, Y(t)=-0.728831, Z(t)=-2.477214
t=22.440000, y(t)=1.747671, y'(t)=0.280525, z(t)=-0.721768, z'(t)=0.358225, v(t)=-2.490324, v'(t)=-0.629944, X(t)=1.747671, Y(t)=-0.721768, Z(t)=-2.490324
t=22.460000, y(t)=1.753158, y'(t)=0.268099, z(t)=-0.714508, z'(t)=0.367591, v(t)=-2.502405, v'(t)=-0.577972, X(t)=1.753158, Y(t)=-0.714508, Z(t)=-2.502405
t=22.480000, y(t)=1.758394, y'(t)=0.255465, z(t)=-0.707070, z'(t)=0.376105, v(t)=-2.513436, v'(t)=-0.525056, X(t)=1.758394, Y(t)=-0.707070, Z(t)=-2.513436
t=22.500000, y(t)=1.763375, y'(t)=0.242656, z(t)=-0.699470, z'(t)=0.383752, v(t)=-2.523401, v'(t)=-0.471305, X(t)=1.763375, Y(t)=-0.699470, Z(t)=-2.523401
t=22.520000, y(t)=1.768099, y'(t)=0.229702, z(t)=-0.691725, z'(t)=0.390517, v(t)=-2.532284, v'(t)=-0.416831, X(t)=1.768099, Y(t)=-0.691725, Z(t)=-2.532284
t=22.540000, y(t)=1.772563, y'(t)=0.216636, z(t)=-0.683855, z'(t)=0.396390, v(t)=-2.540071, v'(t)=-0.361743, X(t)=1.772563, Y(t)=-0.683855, Z(t)=-2.540071
t=22.560000, y(t)=1.776764, y'(t)=0.203491, z(t)=-0.675876, z'(t)=0.401361, v(t)=-2.546750, v'(t)=-0.306155, X(t)=1.776764, Y(t)=-0.675876, Z(t)=-2.546750
t=22.580000, y(t)=1.780702, y'(t)=0.190299, z(t)=-0.667806, z'(t)=0.405423, v(t)=-2.552314, v'(t)=-0.250178, X(t)=1.780702, Y(t)=-0.667806, Z(t)=-2.552314
t=22.600000, y(t)=1.784376, y'(t)=0.177092, z(t)=-0.659665, z'(t)=0.408570, v(t)=-2.556756, v'(t)=-0.193927, X(t)=1.784376, Y(t)=-0.659665, Z(t)=-2.556756
t=22.620000, y(t)=1.787786, y'(t)=0.163904, z(t)=-0.651470, z'(t)=0.410798, v(t)=-2.560070, v'(t)=-0.137514, X(t)=1.787786, Y(t)=-0.651470, Z(t)=-2.560070
t=22.640000, y(t)=1.790932, y'(t)=0.150766, z(t)=-0.643239, z'(t)=0.412108, v(t)=-2.562256, v'(t)=-0.081052, X(t)=1.790932, Y(t)=-0.643239, Z(t)=-2.562256
t=22.660000, y(t)=1.793817, y'(t)=0.137711, z(t)=-0.634992, z'(t)=0.412498, v(t)=-2.563313, v'(t)=-0.024654, X(t)=1.793817, Y(t)=-0.634992, Z(t)=-2.563313
t=22.680000, y(t)=1.796442, y'(t)=0.124769, z(t)=-0.626745, z'(t)=0.411973, v(t)=-2.563243, v'(t)=0.031568, X(t)=1.796442, Y(t)=-0.626745, Z(t)=-2.563243
t=22.700000, y(t)=1.798809, y'(t)=0.111972, z(t)=-0.618519, z'(t)=0.410537, v(t)=-2.562052, v'(t)=0.087502, X(t)=1.798809, Y(t)=-0.618519, Z(t)=-2.562052
t=22.720000, y(t)=1.800922, y'(t)=0.099352, z(t)=-0.610330, z'(t)=0.408197, v(t)=-2.559746, v'(t)=0.143039, X(t)=1.800922, Y(t)=-0.610330, Z(t)=-2.559746
t=22.740000, y(t)=1.802784, y'(t)=0.086937, z(t)=-0.602197, z'(t)=0.404961, v(t)=-2.556334, v'(t)=0.198070, X(t)=1.802784, Y(t)=-0.602197, Z(t)=-2.556334
t=22.760000, y(t)=1.804401, y'(t)=0.074758, z(t)=-0.594137, z'(t)=0.400841, v(t)=-2.551827, v'(t)=0.252486, X(t)=1.804401, Y(t)=-0.594137, Z(t)=-2.551827
t=22.780000, y(t)=1.805776, y'(t)=0.062844, z(t)=-0.586169, z'(t)=0.395849, v(t)=-2.546239, v'(t)=0.306181, X(t)=1.805776, Y(t)=-0.586169, Z(t)=-2.546239
t=22.800000, y(t)=1.806916, y'(t)=0.051223, z(t)=-0.578309, z'(t)=0.389999, v(t)=-2.539585, v'(t)=0.359053, X(t)=1.806916, Y(t)=-0.578309, Z(t)=-2.539585
t=22.820000, y(t)=1.807827, y'(t)=0.039922, z(t)=-0.570575, z'(t)=0.383309, v(t)=-2.531883, v'(t)=0.410998, X(t)=1.807827, Y(t)=-0.570575, Z(t)=-2.531883
t=22.840000, y(t)=1.808516, y'(t)=0.028967, z(t)=-0.562982, z'(t)=0.375795, v(t)=-2.523152, v'(t)=0.461917, X(t)=1.808516, Y(t)=-0.562982, Z(t)=-2.523152
t=22.860000, y(t)=1.808988, y'(t)=0.018384, z(t)=-0.555548, z'(t)=0.367479, v(t)=-2.513414, v'(t)=0.511713, X(t)=1.808988, Y(t)=-0.555548, Z(t)=-2.513414
t=22.880000, y(t)=1.809254, y'(t)=0.008197, z(t)=-0.548288, z'(t)=0.358381, v(t)=-2.502692, v'(t)=0.560290, X(t)=1.809254, Y(t)=-0.548288, Z(t)=-2.502692
t=22.900000, y(t)=1.809319, y'(t)=-0.001570, z(t)=-0.541218, z'(t)=0.348526, v(t)=-2.491011, v'(t)=0.607558, X(t)=1.809319, Y(t)=-0.541218, Z(t)=-2.491011
t=22.920000, y(t)=1.809194, y'(t)=-0.010895, z(t)=-0.534352, z'(t)=0.337937, v(t)=-2.478399, v'(t)=0.653426, X(t)=1.809194, Y(t)=-0.534352, Z(t)=-2.478399
t=22.940000, y(t)=1.808886, y'(t)=-0.019757, z(t)=-0.527705, z'(t)=0.326642, v(t)=-2.464884, v'(t)=0.697810, X(t)=1.808886, Y(t)=-0.527705, Z(t)=-2.464884
t=22.960000, y(t)=1.808407, y'(t)=-0.028136, z(t)=-0.521291, z'(t)=0.314667, v(t)=-2.450497, v'(t)=0.740626, X(t)=1.808407, Y(t)=-0.521291, Z(t)=-2.450497
t=22.980000, y(t)=1.807764, y'(t)=-0.036013, z(t)=-0.515123, z'(t)=0.302043, v(t)=-2.435270, v'(t)=0.781796, X(t)=1.807764, Y(t)=-0.515123, Z(t)=-2.435270
